001,003,005,020,040,090,092,100,245,264,300,520,590,920,923,LDR
\\,\\,\\,\\$a063111940X,\\$aMePoLT $cMePoLT $erda,\4$aDG 83.3 .G413 1969,\4$a301.44/2,"1\$aGelzer, Matthias.",10$aThe Roman Nobility.,"\1$aOxford $b Basil Blackwell, 1969.",\\$axiv; 164  p.,\\$aThe Roman Nobility by Matthias Gelzer (1969),,,\\$aYour library,00455     2200181 i 4500
\\,\\,\\,\\$a0888665261,\\$aMePoLT $cMePoLT $erda,\4$aPA 26 .P6,\4$a938,"1\$aEd, J.A.S.Evans.",10$aPolis And Imperium: Studies in Honour of Edward Togo Salmon.,"\1$aEdgar Kent Inc Publisher (1974), Edition $b 1, Hardcover, 317 pages, $c1974.",\\$a317  p.,\\$aPolis And Imperium: Studies in Honour of Edward Togo Salmon by J.A.S.Evans Ed (1974),,,\\$aYour library,00559     2200181 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 26 .P73 1969,,"1\$aMilligan, Burton A. -ed.","10$aClassical Studies Presented to Ben Edwin Perry By His Students and Colleagues at the University of Illinois, 1924-1960.","\1$bU of Illinois, $c1969.",,"\\$aClassical Studies Presented to Ben Edwin Perry By His Students and Colleagues at the University of Illinois, 1924-1960 by Burton A. -ed. Milligan (1969)",,,\\$aYour library,00576     2200145 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 3875 .P6 N31 1898,\4$a882.01,1\$aAristophanes.,10$aThe Plutus of Aristophanes.,,\\$av; 123  p.,\\$aThe Plutus of Aristophanes by Aristophanes (1896),,,\\$aYour library,00387     2200157 i 4500
\\,\\,\\,\\$a0521386594,\\$aMePoLT $cMePoLT $erda,\4$aDG 89 .M25 1986,\4$a394.4,"1\$aMcCormick, Michael.","10$aEternal Victory: Triumphal Rulership in Late Antiquity, Byzantium and the Early Medieval West.","\1$aCambridge, UK/New York/Port Chester/Melbourne/Sydney $b Cambridge University Press, 1990.",\\$a472  p.,"\\$aEternal Victory: Triumphal Rulership in Late Antiquity, Byzantium and the Early Medieval West by Michael McCormick (1990)",,,\\$aYour library,00655     2200181 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 26 .S781 1990,,,00$aStudia in honorem Borisi Gerov.,"\1$bSofia Press, $c1990.",,\\$aStudia in honorem Borisi Gerov (1990),,,\\$aYour library,00331     2200133 i 4500
\\,\\,\\,\\$a0198148593,\\$aMePoLT $cMePoLT $erda,\4$aDG 83.3 .S 1986,\4$a305.5,"1\$aSyme, Ronald.",10$aThe Augustan aristocracy.,"\1$aOxford : New York  $b Clarendon Press ; Oxford University Press, 1986.",\\$aviii; 504  p.,\\$aThe Augustan aristocracy by Ronald Syme (1986),,,\\$aYour library,00492     2200181 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 4230 .A2 1852 v.1,,1\$aLucian.,"10$aLuciani Samosatensis Opera, vol. 1.","\1$aLeipzig $b Teubner, 1852",,"\\$aLuciani Samosatensis Opera, vol. 1 by Lucian (1852)",\\$a3 volumes,\\$a3 vols,\\$aYour library,00430     2200169 i 4500
\\,\\,\\,\\$a9050631274,\\$aMePoLT $cMePoLT $erda,\4$aPA 26 .S87 1996,\4$a809,"1\$aRomer, C. E.","10$aP. Michigan Koenen (= P. Mich. Xviii) (Studia Amstelodamensia Ad Epigraphicam, Ius Antiquum Et Papy).","\1$bBrill Academic Publishers, $c1996.",\\$a45  p.,"\\$aP. Michigan Koenen (= P. Mich. Xviii) (Studia Amstelodamensia Ad Epigraphicam, Ius Antiquum Et Papy) by C. E. Romer (1996)",,\\$aoversize,\\$aYour library,00623     2200193 i 4500
\\,\\,\\,\\$a0199262845,\\$aMePoLT $cMePoLT $erda,\4$aPA 3877 .P2 2003,\4$a882.01,1\$aAristophanes.,10$aPeace.,,\\$alxxiv; 332  p.,\\$aPeace by Aristophanes (2003),,,\\$aYour library,00372     2200169 i 4500
\\,\\,\\,\\$a0856686484,\\$aMePoLT $cMePoLT $erda,\4$aPA 3877 .R3 1996,\4$a882.01,1\$aAristophanes.,10$aFrogs.,,\\$axiii; 299  p.,\\$aFrogs by Aristophanes (1996),,,\\$aYour library,00371     2200169 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aDG 83.3 .C3 2001,\4$a880.9,"1\$ade Rossi, Filippo Canali.",10$aIl Ruolo dei Patroni nelle Relazioni Politiche fra il Mondo Greco e Roma in Et©  Repubblicana ed Augustea.,"\1$aM©ơnchen/Leipzig $b K.G. Saur Verlag GmbH, 2001.",,\\$aIl Ruolo dei Patroni nelle Relazioni Politiche fra il Mondo Greco e Roma in Et©  Repubblicana ed Augustea by Filippo Canali de Rossi (2001),,,\\$aYour library,00600     2200157 i 4500
\\,\\,\\,\\$a0856684155,\\$aMePoLT $cMePoLT $erda,\4$aPA 4230 .A3 M41 1991,\4$a887.01,1\$aLucian.,10$aLucian: A Selection (Classical Texts).,"\1$aLodon $b Aris &amp; Phillips, 1991",\\$a316  p.,\\$aLucian: A Selection (Classical Texts) by Lucian (1991),,,\\$aYour library,00471     2200181 i 4500
\\,\\,\\,\\$a0856685593,\\$aMePoLT $cMePoLT $erda,\4$aPA 3877 .T5 1994,\4$a882.01,1\$aAristophanes.,10$aThesmophoriazusae.,,\\$axii; 242  p.,\\$aThesmophoriazusae by Aristophanes (1994),,,\\$aYour library,00394     2200169 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 4230 .A4 L35 1976,\4$a882.01,1\$aLucian.,10$aLucian Seventy Dialogues.,,,\\$aLucian Seventy Dialogues by Lucian (1976),,,\\$aYour library,00344     2200145 i 4500
\\,\\,\\,\\$a0674144759,\\$aMePoLT $cMePoLT $erda,\4$aDG 90 .D25aw 1981,\4$a306.3,"1\$aD'Arms, John H.",10$aCommerce and Social Standing in Ancient Rome.,"\1$aCambridge, MA/London $b Harvard University Press 1981.",\\$a224  p.,\\$aCommerce and Social Standing in Ancient Rome by John H. D'Arms (1981),,,\\$aYour library,00517     2200181 i 4500
\\,\\,\\,\\$a0824077687,\\$aMePoLT $cMePoLT $erda,\4$aPA 3879 .A1 1896 v.3,\4$a882/.01,"1\$aRutherford, William G.","10$aA chapter in the history of annotation, being Scholia Aristophanica, III.",,\\$axi; 494  p.,"\\$aA chapter in the history of annotation, being Scholia Aristophanica, III by William G. Rutherford (1987)",,,\\$aYour library,00526     2200169 i 4500
\\,\\,\\,\\$a1177776308,\\$aMePoLT $cMePoLT $erda,\4$aDG 90 .F91 E5 1907 V.4,\4$a937,"1\$aFriedl©Þnder, Ludwig.",10$aRoman Life and Manners under the Early Empire: Volume IV.,"\1$aNew York $b Barnes &amp; Nobles, 1913.",\\$a732  p.,\\$aRoman life and manners under the early Empire by Ludwig Friedl©Þnder (2010),,,\\$aYour library,00528     2200181 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 3879 .A15 1842,,"1\$aD©ơbner, Friedrich.",10$aScholia Graeca in Aristophanem cum prolegomenis grammaticorum.,"\1$aParis $b Editore Ambrosio Firmin Didot, 1842",\\$axxxi; 726  p.,\\$aScholia Graeca in Aristophanem cum prolegomenis grammaticorum by Fr. D©ơbner (1969),,,\\$aYour library,00499     2200157 i 4500
\\,\\,\\,\\$a0865162409,\\$aMePoLT $cMePoLT $erda,\4$aPA 4230 .P9 VH J17 1990,\4$a883.0,1\$aLucian.,10$aLucian: Vera Historia.,"\1$aWauconda $b Bolchazy-Carducci Publishers, 1990",\\$a104  p.,\\$aLucian: Vera Historia by Lucian (1990),,,\\$aYour library,00453     2200181 i 4500
\\,\\,\\,\\$a0521281814,\\$aMePoLT $cMePoLT $erda,\4$aDG 90 .H50 1978,\4$a930,"1\$aHopkins, Keith.",10$aConquerors and Slaves.,"\1$aCambridge, UK/London/New York/New Rochelle/ Melbourne/Sydney $b Cambridge University Press, 1985.",\\$a292  p.,\\$aConquerors and Slaves by Keith Hopkins (1978),,,\\$aYour library,00509     2200181 i 4500
\\,\\,\\,\\$a0521271177,\\$aMePoLT $cMePoLT $erda,\4$aDG 90 .H54 1983,\4$a930,"1\$aHopkins, Keith.",10$aDeath and Renewal.,"\1$aCambridge, UK/London/New York/New Rochelle/ Melbourne/Sydney $b Cambridge University Press, 1985.",\\$a304  p.,\\$aDeath and Renewal by Keith Hopkins (1983),,,\\$aYour library,00501     2200181 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aDG 90 .J72 1903,\4$a913.37,"1\$aJohnston, Harold Whetstone.",10$aThe Private Life of the Romans.,"\1$aChicago $b Scott, Foresman and company, 1903.",,\\$aThe Private Life of the Romans by Harold Whetstone Johnston (1903),,,\\$aYour library,00451     2200157 i 4500
\\,\\,\\,\\$a0674179749,\\$aMePoLT $cMePoLT $erda,\4$aPA 4236 .J66 1986,\4$a887.01,"1\$aJones, Christopher P.",10$aCulture and Society in Lucian.,"\1$aCambridge $b Harvard University Press, 1986",\\$a224  p.,\\$aCulture and Society in Lucian by Christopher P. Jones (1986),,,\\$aYour library,00489     2200181 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 27 .C6 1872,,"1\$aConington, John; J.A. Symonds (ed.); H.J.S. Smith.","10$aMiscellaneous Writings of John Conington, Late Corpus Professor of Latin in the University of Oxford, Volumes one and two.","\1$bLongmans, Green, $c1872.",,"\\$aMiscellaneous Writings of John Conington, Late Corpus Professor of Latin in the University of Oxford, Volumes one and two by John; J.A. Symonds (ed.); H.J.S. Smith Conington (1872)",,\\$a2 vols,\\$aYour library,00657     2200157 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 4240 .L4 1880,\4$a883.01,1\$aLycophron.,10$aLycophronis Alexandra.,"\1$aLeipzig $b Teubner, 1880",,\\$aLycophronis Alexandra by Lycophron (1880),,,\\$aYour library,00380     2200157 i 4500
\\,\\,\\,\\$a0521855829,\\$aMePoLT $cMePoLT $erda,\4$aDG 279 .O84 2006,\4$a937.07092,"1\$aOsgood, Josiah.",10$aCaesar's legacy : civil war and the emergence of the Roman Empire.,"\1$aCambridge, UK ; New York  $b Cambridge University Press, 2006.",\\$axii; 440  p.,\\$aCaesar's legacy : civil war and the emergence of the Roman Empire by Josiah Osgood (2006),,,\\$aYour library,00574     2200181 i 4500
\\,\\,\\,\\$a0195167740,\\$aMePoLT $cMePoLT $erda,\4$aDG 279 .S93 2004,\4$a937/.07,"1\$aSwan, Peter Michael.","10$aThe Augustan succession : an historical commentary on Cassius Dio's Roman history, Books 55-56 (9 B.C.-A.D. 14).","\1$aOxford ; New York  $b Oxford University Press, 2004.",\\$a428  p.,"\\$aThe Augustan succession : an historical commentary on Cassius Dio's Roman history, Books 55-56 (9 B.C.-A.D. 14) by Peter Michael Swan (2004)",,,\\$aYour library,00659     2200181 i 4500
\\,\\,\\,\\$a0198148178,\\$aMePoLT $cMePoLT $erda,\4$aDG 319 .M37 1975,\4$a322.4/3/0937,"1\$aMatthews, John.","10$aWestern aristocracies and imperial court, A.D. 364-425.","\1$aOxford  $b Clarendon Press, 1975.",\\$axiv; 427  p.,"\\$aWestern aristocracies and imperial court, A.D. 364-425 by John Matthews (1975)",,,\\$aYour library,00526     2200181 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 4240 .L6 1970,,1\$aLycurgus.,10$aOratio in Leocratem.,"\1$aLeipzig $b Teubner, 1970",,\\$aOratio in Leocratem by Lycurgus (1970),,,\\$aYour library,00351     2200145 i 4500
\\,\\,\\,\\$a0472114778,\\$aMePoLT $cMePoLT $erda,\4$aDG 70 .M52 C373 2006,\4$a937/.7,"1\$aCarter, Joseph Coleman.",10$aDiscovering the Greek Countryside at Metaponto.,"\1$aAnn Arbor  $b University of Michigan, 2006.",\\$axxviii; 287  p.,\\$aDiscovering the Greek Countryside at Metaponto by Joseph Coleman Carter (2006),,,\\$aYour library,00537     2200181 i 4500
\\,\\,\\,\\$a9780521606950,\\$aMePoLT $cMePoLT $erda,\4$aPA 27 .H26 1972,\4$a480,"1\$aDiggle, James; Goodyear, Francis Richard David.","10$aThe Classical Papers of A. E. Housman, vols. 1-3.",,\\$a428  p.,"\\$aThe Classical Papers of A. E. Housman, vols. 1-3 by James; Goodyear Diggle, Francis Richard David (1972)",,\\$a3 vols,\\$aYour library,00540     2200181 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 4241 .A2 1878,\4$a885.01,1\$aLysias.,10$aLysiae Orationes.,"\1$aLeipzig $b Teubner, 1878",,\\$aLysiae Orationes by Lysias (1878),,,\\$aYour library,00364     2200157 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 3879 .D10 1972,\4$a882/.01,"1\$aDover, Kenneth James.",10$aAristophanic comedy.,,\\$axiv; 253  p.,\\$aAristophanic comedy by Kenneth James Dover (1972),,,\\$aYour library,00388     2200157 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 4241 .A2 1989 v.1,\4$a885.01,1\$aLysias.,"10$aDiscours, vol. 1.","\1$aParis $b Les Belles Lettres, 1989",,"\\$aDiscours, vol. 1 by Lysias (1989)",\\$a2 volumes,\\$a2 vols,\\$aYour library,00426     2200181 i 4500
\\,\\,\\,\\$a0521231205,\\$aMePoLT $cMePoLT $erda,\4$aPA 3879 .H5 1980,\4$a870/.9 s882/.01,"1\$aHenderson, Jeffrey.",10$aAristophanes: essays in interpretation.,,\\$a237  p.,\\$aAristophanes: essays in interpretation by Jeffrey Henderson (1980),,,\\$aYour library,00451     2200169 i 4500
\\,\\,\\,\\$a3598778317,\\$aMePoLT $cMePoLT $erda,\4$aPA 27 .L87 2005,\4$a870,"1\$aClassen, Carl Joachim.",10$aKurt Latte: Opuscula inedita (BZA 219) (Beitrage Zur Altertumskunde).,"\1$bK.G. Saur (An Impint of Walter de Gruyter), $c2005.",\\$a102  p.,\\$aKurt Latte: Opuscula inedita (BZA 219) (Beitrage Zur Altertumskunde) by Carl Joachim Classen (2005),,,\\$aYour library,00571     2200181 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 4241 .A3 1895,,1\$aLysias.,10$aEight Orations of Lysias.,"\1$aBoston $b Ginn &amp; Company, 1895",,\\$aEight Orations of Lysias by Lysias (1895),,,\\$aYour library,00367     2200145 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 3879 .M98 1933,\4$aD0400208273,"1\$aMurray, Gilbert.",10$aAristophanes: a study.,,\\$ax; 268  p.,\\$aAristophanes: a study by Gilbert Murray (1933),,,\\$aYour library,00384     2200157 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 27 .P295 1920,\4$a913.38,"1\$aPater, Walter.",10$aGreek Studies A Series Of Essays by Walter Pater 1914 Library Edition.,"\1$bMacmillan and Co, $c1914.",,\\$aGreek Studies A Series Of Essays by Walter Pater 1914 Library Edition by Walter Pater (1914),,,\\$aYour library,00484     2200157 i 4500
\\,\\,\\,\\$a0415154049,\\$aMePoLT $cMePoLT $erda,\4$aPA 3879 .R95 1994,\4$a809,"1\$aRusso, Carlo Ferdinando.",10$aAristophanes: An Author for the Stage.,,\\$a296  p.,\\$aAristophanes: An Author for the Stage by Carlo Ferdinando Russo (1994),,,\\$aYour library,00448     2200169 i 4500
\\,\\,\\,\\$a1585100293,\\$aMePoLT $cMePoLT $erda,\4$aPA 4241 .A3 2003,\4$a320,1\$aLysias.,"10$aLysias: Selected Speeches 1, 2, 3, 4 and 24.","\1$aNewburyport $b Focus Publishing, 2003",\\$a98  p.,"\\$aLysias: Selected Speeches 1, 2, 3, 4 and 24 by Lysias (2003)",,,\\$aYour library,00478     2200181 i 4500
\\,\\,\\,\\$a0292787278,\\$aMePoLT $cMePoLT $erda,\4$aPA 3879 .V53 1997,\4$a882/.01,"1\$aVickers, Michael J.",10$aPericles on stage: political comedy in Aristophanes' early plays.,,\\$axxxiv; 255  p.,\\$aPericles on stage : political comedy in Aristophanes' early plays by Michael J. Vickers (1997),,,\\$aYour library,00505     2200169 i 4500
\\,\\,\\,\\$a0198149093,\\$aMePoLT $cMePoLT $erda,\4$aPA 4242 .E5 T63 2007,\4$a885.01,"1\$aTodd, S. C.","10$aA Commentary on Lysias, Speeches 1-11.","\1$aOxford $b Oxford University Press, 2007",\\$a800  p.,"\\$aA Commentary on Lysias, Speeches 1-11 by S. C. Todd (2007)",,,\\$aYour library,00484     2200181 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 3888 .Z 1932,\4$a882,"1\$aTodd, Otis Johnson.",10$aIndex Aristophaneus.,,\\$aix; 275  p.,\\$aIndex Aristophaneus by Otis Johnson Todd (1932),,,\\$aYour library,00377     2200157 i 4500
\\,\\,\\,\\$a0198140614,\\$aMePoLT $cMePoLT $erda,\4$aPA 273 .J43 1961,\4$a481.7,"1\$aJeffery, Lilian Hamilton.",10$aThe Local Scripts of Archaic Greece: A Study of the Origin of the Greek Alphabet and Its Development from the Eighth to the Fifth Centuries B.C. (Oxford Monographs on Classical Archaeology).,"\1$aOxford University Press, USA, Edition $b Revised, Hardcover, 588 pages",\\$a588  p.,\\$aThe Local Scripts of Archaic Greece: A Study of the Origin of the Greek Alphabet and Its Development from the Eighth to the Fifth Centuries B.C. (Oxford Monographs on Classical Archaeology) by Lilian Hamilton Jeffery (1961),,,\\$aYour library,00841     2200181 i 4500
\\,\\,\\,\\$a348705017X,\\$aMePoLT $cMePoLT $erda,\4$aPA 3888 .Z8 D 1973,\4$a884,"1\$aDunbar, Henry.",10$aA complete concordance to the comedies and fragments of Aristophanes.,"\1$aHildesheim $b Olms, 1973",\\$a10  p.,\\$aA complete concordance to the comedies and fragments of Aristophanes by Henry Dunbar (1973),,,\\$aYour library,00530     2200181 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 283 .C46 1947,\4$a485,"1\$aChantraine, Pierre.",10$aMorphologie historique du grec.,"\1$bParis, C. Klincksieck, $c1947.",,\\$aMorphologie historique du grec by Pierre Chantraine (1947),,,\\$aYour library,00418     2200157 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 6478 .A21 G6 1940,\4$a937.05,1\$aLucan.,10$aM. Annaei Lucani De Bello Civili Liber I.,"\1$aCambridge $b Cambridge University Press, 1940.",\\$alxvi; 155  p.,\\$aM. Annaei Lucani De Bello Civili Liber I by Lucan (1940),,,\\$aYour library,00466     2200169 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aLOEB-PA 6478 .A2 1928,\4$a873.01,"1\$aLucanus, Marcus Annaeus.",10$aM. Annaei Lucani belli civilis libri decem.,"\1$aOxford $b Blackwell, 1926.",\\$aXXXV; 342  p.,\\$aM. Annaei Lucani belli civilis libri decem by Marcus Annaeus Lucanus (1928),,\\$aLoeb,\\$aYour library,00507     2200181 i 4500
\\,\\,\\,\\$a3519115026,\\$aMePoLT $cMePoLT $erda,\4$aPA 6478 .A2 1997,\4$a337,1\$aLucan.,10$aDe Bello Civili Libri X.,"\1$aStuttgart $b Teubner, 1997.",,\\$aDe Bello Civili Libri X by Lucan (1997),,\\$amissing,\\$aYour library,00427     2200181 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 6479 .E5 B73 1999,\4$a873.01,"1\$aBraund, Susan H.",10$aLucan: Civil War.,"\1$aOxford $b Oxford University Press, 1999.",,\\$aLucan: Civil War by Susan H. Braund (1999),,,\\$aYour library,00402     2200157 i 4500
\\,\\,\\,\\$a0674904664,\\$aMePoLT $cMePoLT $erda,\4$aPA 6480 .G6 1971,\4$a873.01,"1\$aGotoff, Harold C.",10$aThe Transmission of the Text of Lucan in the Ninth Century.,"\1$aCambridge, MA $b Harvard University Press, 1971.",\\$a223  p.,\\$aThe Transmission of the Text of Lucan in the Ninth Century by Harold C. Gotoff (1971),,,\\$aYour library,00543     2200181 i 4500
\\,\\,\\,\\$a3598778139,\\$aMePoLT $cMePoLT $erda,\4$aPA 6478 .W53 2004 V.1,\4$a873.01,1\$aLucan.,"10$aM. Annaeus Lucanus, Bellum Civile: Liber IX, Einleitung, Text und ©bersetzung.","\1$aMunich/Leipzig $b K.G. Saur, 2004.",,"\\$aM. Annaeus Lucanus, Bellum Civile: Liber IX, Einleitung, Text und ©bersetzung by Lucan (2004)",,,\\$aYour library,00528     2200169 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 6482 .A2 1922,\4$a871.1,"1\$aLucretius Carus, Titus.",10$aLucreti De Rerum Natura Libri Sex.,"\1$aOxford $b Clarendon Press, 1922.",,\\$aLucreti De Rerum Natura Libri Sex by Titus Lucretius Carus (1922),,,\\$aYour library,00436     2200157 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 6482 .A2 1923 V.1,,"1\$aLucretius Carus, Titus.","10$aT. Lucretius Carus, De Rerum Natura: Lateinisch und Deutsch, Band I.","\1$aBerlin $b Weidmann, 1923.",,"\\$aT. Lucretius Carus, De Rerum Natura: Lateinisch und Deutsch, Band I by Titus Lucretius Carus (1923)",,,\\$aYour library,00479     2200145 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 6482 .A2 B6 1949 V.1,\4$a871.1,"1\$aLucretius Carus, Titus.","10$aTiti Lucreti Cari De Rerum Natura Libri Sex: Vol. I, Prolegomena, Text and Critical Apparatus, Translation.","\1$aOxford $b Clarendon Press, 1947.",\\$a1785  p.,"\\$aTiti Lucreti Cari De Rerum Natura Libri Sex: Vol. I, Prolegomena, Text and Critical Apparatus, Translation by Titus Lucretius Carus (1947)",,,\\$aYour library,00614     2200169 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 6482 .A2 K33 1896,\4$a871.1,"1\$aLucretius Carus, Titus.",10$aT. Lucreti Cari De rerum natura libri sex.,"\1$aBoston $b J. Allyn, 1884.",\\$alvii; 385  p.,\\$aT. Lucreti Cari De rerum natura libri sex by Titus Lucretius Carus (1884),,,\\$aYour library,00479     2200169 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 6482 .A61 B7 1988,,"1\$aLucretius Carus, Titus.","10$aLucretius, De Rerum Natura I: Edited with Introduction, Commentary & Vocabulary.","\1$aBristol $b Bristol Classical Press, 1998.",\\$aIX; 581  p.,"\\$aLucretius, De Rerum Natura I: Edited with Introduction, Commentary & Vocabulary by Titus Lucretius Carus (1998)",,,\\$aYour library,00547     2200157 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 6482 .A2 L17 1855,,"1\$aLachmann, Karl.",10$aCaroli Lachmanni in T. Lucretii Cari De Rerum Natura Libros Commentarios.,"\1$aBerlin $b Georg Reimer, 1855.",,\\$aCaroli Lachmanni in T. Lucretii Cari De Rerum Natura Libros Commentarios by Karl Lachmann (1855),,,\\$aYour library,00477     2200145 i 4500
\\,\\,\\,\\$a9780521291774,\\$aMePoLT $cMePoLT $erda,\4$aPA 6482 .A63 K4 1977,\4$a808,1\$aLucretius.,10$aLucretius: De Rerum Natura Book III.,"\1$aCambridge $b Cambridge University Press, 1977.",\\$a272  p.,\\$aLucretius: De Rerum Natura Book III by Lucretius (1977),,,\\$aYour library,00485     2200181 i 4500
\\,\\,\\,\\$a0521612667,\\$aMePoLT $cMePoLT $erda,\4$aPA 6484 .C33 2007,\4$a871,"1\$aGillespie, Stuart.",10$aThe Cambridge Companion to Lucretius.,"\1$aCambridge $b Cambridge University Press, 2007.",\\$a382  p.,\\$aThe Cambridge Companion to Lucretius by Stuart Gillespie (2007),,,\\$aYour library,00496     2200181 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 6484 .M5,\4$a871/.01,"1\$aMinadeo, Richard.",10$aThe Lyre of Science: Form and Meaning in Lucretius' De Rerum Natura.,"\1$aDetroit $b Wayne State University Press, 1969.",\\$a174  p.,\\$aThe lyre of science; form and meaning in Lucretius' De rerum natura by Richard Minadeo (1969),,,\\$aYour library,00527     2200169 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 6485 .Z5 K8 1977,\4$a871,"1\$aKenney, Edward John.",10$aLucretius.,"\1$aOxford $b Clarendon Press, 1977.",\\$a48  p.,\\$aLucretius by Edward John Kenney (1977),,,\\$aYour library,00406     2200169 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 6486 .G6 1895,,"1\$aGiri, Giacomo.",10$aIl suicidio di T. Lucrezio: la questione dell'emendatore ed editore della ℗ Natura℗±.,\1$aPalermo: Libreria Carlo Clausen di Alberto Reber $b 1895.,,\\$aIl suicidio di T. Lucrezio: la questione dell'emendatore ed editore della Natura by Giacomo Giri (1895),,,\\$aYour library,00519     2200145 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 6496 .H76 1868,,"1\$aHoltze, Wilhelm.",10$aSyntaxis Lucretianae lineamenta.,"\1$aLeipzig $b Otto Holtze, 1868.",,\\$aSyntaxis Lucretianae lineamenta by Wilhelm Holtze (1868),,,\\$aYour library,00394     2200145 i 4500
